,Unnamed: 0,_id,text,task_1,task_2,text_clean
15,4458,60c5d6bf5659ea5e55defe30,@AjeebBharti @BeraJaykrishna @khan_nainam @Policy @Twitter Prove it !!! What evidence you have bloody hell prove kar,HOF,PRFN,prove evidence bloody hell prove kar
16,2875,60c5d6bf5659ea5e55def23a,now i canât even get my tattoos bc this man is being a cunt ! tf bro ð,HOF,PRFN,canât even get tattoos bc man cunt tf bro ð
17,4412,60c5d6bf5659ea5e55defd5d,Found the little bastard ðŸ‘Œ now the fun begins. ðŸ˜¬ https://t.co/KH2WPFyT7n,HOF,PRFN,found little bastard ðÿ ‘ œ fun begins ðÿ˜¬
18,2965,60c5d6bf5659ea5e55df00ca,This is just so heartbreaking ð­  Can't even Imagine the pain  and helplessness of a daughter.   #BengalViolence is just an excuse to hide the ground reality of the nation! Shame on @BJP4India and its supporters  #IndiaCovidCrisis #ModiMadeDisaster #IndiansDyingModiEnjoying https://t.co/IalvXQMlo0,NOT,NONE,heartbreaking ð­ cant even imagine pain helplessness daughter bengalviolence excuse hide ground reality nation shame supporters indiacovidcrisis modimadedisaster indiansdyingmodienjoying
19,208,60c5d6bf5659ea5e55def27d,@dxnprivv Stop being a twat then,HOF,OFFN,stop twat
20,2482,60c5d6bf5659ea5e55df016c,One thing I can’t stand is people talking out the neck when they don’t know shit....,HOF,PRFN,one thing ’ stand people talking neck ’ know shit
21,251,60c5d6bf5659ea5e55def19f,Y’all. This is NOT it. Please give real help or spread awareness but this is just insulting. #IndiaCovidCrisis https://t.co/nW7CnQyWEw,NOT,NONE,’ please give real help spread awareness insulting indiacovidcrisis
22,2050,60c5d6bf5659ea5e55df0014,It's heartbreaking to see Osama struggling alone for the judicial killing of his father. A boy whose father sacrificed everything for strongest political party of Bihar yet no one standing beside him.  #JusticeForShahabuddin #OsamaShahab #COVID19 https://t.co/FA3Hrqp5Bi,NOT,NONE,heartbreaking see osama struggling alone judicial killing father boy whose father sacrificed everything strongest political party bihar yet one standing beside justiceforshahabuddin osamashahab covid19
23,3585,60c5d6bf5659ea5e55def5b8,"@SubhashiniAli @PoojaB1972 Wah @narendramodi , yet another masterstroke. People will die and to burn the dead, they would need more wood. Superb. #ResignModi #modimadedisater Stop Destroying the Country. Stop Destroying the Planet. #ModiHataoDeshBachao",HOF,HATE,wah yet another masterstroke people die burn dead would need wood superb resignmodi modimadedisater stop destroying country stop destroying planet modihataodeshbachao
24,1743,60c5d6bf5659ea5e55defe6f,"i’m tired of making other people comfortable with MY existence, until further notice, kindly fuck off https://t.co/bfXlc61Qs2",HOF,PRFN,’ tired making people comfortable existence notice kindly fuck
25,3751,60c5d6bf5659ea5e55deff72,BITCH WHAT https://t.co/wdQRCTNzYn,HOF,OFFN,bitch
26,4122,60c5d6bf5659ea5e55defbf5,If you donâ€™t give a damn then I donâ€™t give no FUCK,HOF,PRFN,donâ€™t give damn donâ€™t give fuck
27,910,60c5d6bf5659ea5e55def8c1,@timesofindia Panem et circenses. Distract the angry mobs with a shiny new solution that can't be implemented and thereby save your a$$ from the coming revolution. #Resign_PM_Modi #ModiHataoDeshBachao #BJPHataoDeshBachao #BJPdestroysDemocracy,HOF,OFFN,panem et circenses distract angry mobs shiny new solution cant implemented thereby save coming revolution resignpmmodi modihataodeshbachao bjphataodeshbachao bjpdestroysdemocracy
28,3487,60c5d6bf5659ea5e55def3c1,@UtdEIIis Really like how this list started with Dan Shitbag.,HOF,PRFN,really like list started dan shitbag
29,1403,60c5d6bf5659ea5e55defa94,I’m booked in to get my first dose of the #Covidvaccine and truth be told I’m a bit nervous | First Dog on the Moon https://t.co/u7r8ThfOLW,NOT,NONE,’ booked get first dose covidvaccine truth told ’ bit nervous first dog moon
30,3516,60c5d6bf5659ea5e55def3a7,It's an international shame for India as our PM cares fund is totally means cares for PM and everyone knows it that is why the global leaders aren't trusting this fund no more #spinelessmodi #SpinelessBJP #Resign_PM_Modi #ModiTheBiggestCheater https://t.co/prAK4h96yV,HOF,HATE,international shame india pm cares fund totally means cares pm everyone knows global leaders arent trusting fund spinelessmodi spinelessbjp resignpmmodi modithebiggestcheater
31,1993,60c5d6bf5659ea5e55defea0,Just tired of all these deaths💔 hurting me from inside hope good days will come back😞may god save us all😭🙏#COVIDSecondWave #COVID19India #COVID19 #OxygenEmergency #IndiaFightsCorona #IndiaFightsCOVID19 #CovidVaccine #Covid19IndiaHelp #COVIDSecondWaveInIndia  #indianeedoxygen,NOT,NONE,tired deaths hurting inside hope good days come backmay god save us allcovidsecondwave covid19india covid19 oxygenemergency indiafightscorona indiafightscovid19 covidvaccine covid19indiahelp covidsecondwaveinindia indianeedoxygen
32,5077,60c5d6bf5659ea5e55def0f3,@PCMohanMP @SureshNakhua @amritabhinder @NupurSharmaBJP @IAmErAijaz @sputnikvaccine @HardeepSPuri @khushsundar @TVMohandasPai @KiranKS @MajorPoonia Is been very shameful for India that India is the largest production of all vaccine n medicine. Still India,HOF,OFFN,shameful india india largest production vaccine n medicine still india
33,4477,60c5d6bf5659ea5e55defe7e,"The most greedy PM of India. The most important thing in every country is Education, it can be stopped but not ELECTION. #ExitModi #ModiDisasterForIndia #Resign_PM_Modi #ModiFailsIndia @PMOIndia @BJP4India https://t.co/GnCaGCxUzf",HOF,OFFN,greedy pm india important thing every country education stopped election exitmodi modidisasterforindia resignpmmodi modifailsindia
34,1923,60c5d6bf5659ea5e55defdb2,Roaming around aimlessly while his people are dying. And all paid media follow him. What a shame for having such a leader in this 21st  century. #ModiMadeDisaster  #ModiResign  #ResignPMmodi https://t.co/4P44slqBxa,HOF,OFFN,roaming around aimlessly people dying paid media follow shame leader 21st century modimadedisaster modiresign resignpmmodi
35,2789,60c5d6bf5659ea5e55df02a5,Modi government tied with twitter and removed some serious tweets which exactly shows how they failed us. things are really bad when leaders response to the criticism is to try and eradicate the criticism not the failures. Bjp govt completely failed us . #resignmodi #india,HOF,HATE,modi government tied twitter removed serious tweets exactly shows failed us things really bad leaders response criticism try eradicate criticism failures bjp govt completely failed us resignmodi india
36,574,60c5d6bf5659ea5e55def699,Have some REAL journalism from @fnez_blogger  #AMC. None of that motley fool bollocks here. No fud!   Here's Why People Are Buying AMC Stock: Investors Guide - https://t.co/2lZFONbWTK https://t.co/I1JsLd1LGJ,HOF,PRFN,real journalism amc none motley fool bollocks fud heres people buying amc stock investors guide
37,4777,60c5d6bf5659ea5e55def79e,"@lIJCThorntonll Here's hoping that little shitbag gets arrested. I got arrested for ""threatening"" when I didn't even make a direct threat, and our law system is fubar if crap like this keeps sliding.",HOF,PRFN,heres hoping little shitbag gets arrested got arrested threatening didnt even make direct threat law system fubar crap like keeps sliding
38,837,60c5d6bf5659ea5e55def636,@Sweeeet_FA Wee twat. How can she even joke about that?,HOF,PRFN,wee twat even joke
39,3355,60c5d6bf5659ea5e55def3fa,@TheIshikawaRin You wonâ€™t. But some random asshole will.,HOF,PRFN,wonâ€™t random asshole
40,3821,60c5d6bf5659ea5e55df01ce,"India becoming the first country to see more than 400,000 new daily coronavirus cases. Shame on the @IPL #IPL2020 #IndiaCovidCrisis #IndiaNeedsOxygen",HOF,HATE,india becoming first country see 400000 new daily coronavirus cases shame ipl2020 indiacovidcrisis indianeedsoxygen
41,1246,60c5d6bf5659ea5e55def7c8,@TheLeadCNN @clarissaward my first time seeing report about #IndiaCovidCrisis . This is very heart breaking.,NOT,NONE,first time seeing report indiacovidcrisis heart breaking
42,3028,60c5d6bf5659ea5e55df0350,"@IndiaToday @jayanta_ghosal1 @rahulkanwal You guys make me sick to the core!!!!  Is that really your concern right now, formation of alliance, when the entire country is on its knees!! I guess news of dead bodies pilling up, people dropping dead on the st",NOT,NONE,guys make sick core really concern right formation alliance entire country knees guess news dead bodies pilling people dropping dead st
43,3961,60c5d6bf5659ea5e55def70e,@milkydonah fuck off this is you,HOF,PRFN,fuck
44,1415,60c5d6bf5659ea5e55defb7d,Oh they love this lol https://t.co/4kCudKSAk5,NOT,NONE,oh love lol
45,4430,60c5d6bf5659ea5e55defdac,"#ModiKaVaccineJumla Mr. Modi, where is your ""DeshBhakt"" BJP workers now??? Do you feel COVID is attacking only the anti-nationals or anti-BJPs ???? Shame a Curse On!!!!",HOF,OFFN,modikavaccinejumla mr modi deshbhakt bjp workers feel covid attacking antinationals antibjps shame curse
46,1749,60c5d6bf5659ea5e55defd8c,@Warix_gay Can't expect God to do all the work,NOT,NONE,cant expect god work
47,3674,60c5d6bf5659ea5e55defed2,Why Modi as Prime Minister is big Disaster for India ? * Daily 400000 case. * Daily 4000 deaths. But he is still working on his image! #ResignModi #MakeGadkariPM https://t.co/JBEtYvbMvm,HOF,HATE,modi prime minister big disaster india daily 400000 case daily 4000 deaths still working image resignmodi makegadkaripm
48,3491,60c5d6bf5659ea5e55def3de,is there rnbo lore on you know whoâ€™s stream ðŸ˜’ðŸ˜’ðŸ˜’ damn it.... iâ€™m in class anyway but.... fuck... ran bow lore is ran bow lore....,HOF,PRFN,rnbo lore know whoâ€™s stream ðÿ˜ ’ ðÿ˜ ’ ðÿ˜ ’ damn iâ€™m class anyway fuck ran bow lore ran bow lore
49,5015,60c5d6bf5659ea5e55def171,Didi and her brothers make Bengal hell by terror.They are the only party who celebrate victory by Terror. #ShameOnMamata #TMCTerror #MamtaisTerrorist #ShameOnTMC #tmcgoons #BengalBurning #BengalViolence #Fascism @jdhankhar1 @amitmalviya @JPNaddaOfficial @DilipGhoshBJP,HOF,OFFN,didi brothers make bengal hell terrorthey party celebrate victory terror shameonmamata tmcterror mamtaisterrorist shameontmc tmcgoons bengalburning bengalviolence fascism
50,568,60c5d6bf5659ea5e55def5f1,This is so heartbreaking.    #SpinelessBJP #BengalBurning #PresidentsRuleinBengal https://t.co/EIlvHkCcNK,NOT,NONE,heartbreaking spinelessbjp bengalburning presidentsruleinbengal
51,3207,60c5d6bf5659ea5e55df0319,"People are dying, left to go begging for basic medical resources. No ventilators. No O2. Delayed/No Response from Centre. State govts clueless due to lack of aid from Centre. Lies. Cover ups. Please, for the countryâs sake, #ResignModi &amp; let someone more competent do the job. https://t.co/12xZWXZgyI",HOF,HATE,people dying left go begging basic medical resources ventilators o2 delayedno response centre state govts clueless due lack aid centre lies cover ups please countryâs sake resignmodi amp let someone competent job
52,2787,60c5d6bf5659ea5e55df029f,What is bisexuality i only know dick https://t.co/wFUY7AVEfq,HOF,PRFN,bisexuality know dick
53,1232,60c5d6bf5659ea5e55defa4f,@sadboihours27 Awww :(( the fact that she didn’t text u for a year damn 😩,NOT,NONE,awww fact ’ text u year damn
54,3365,60c5d6bf5659ea5e55def374,"Bill Gates, emphatically opposes sharing #Covidvaccine formulas with India &amp; poor nations to accelerate their ability to manage d pandemic. His concern is IPR &amp; capitalist profits. Deplorable but not shocking. #Gates expresses the very essence of capitalism: let d poor eat manure",HOF,OFFN,bill gates emphatically opposes sharing covidvaccine formulas india amp poor nations accelerate ability manage pandemic concern ipr amp capitalist profits deplorable shocking gates expresses essence capitalism let poor eat manure
55,3883,60c5d6bf5659ea5e55df01c2,"my neurodivergent ass Hates the way those Saniderm bandages feel in the crook of my elbow right now ðŸ¤§ the tattoo barely touches the crease of my elbow, but the bandage goes into my ditch and it feels Icky. catch me taking like 12 showers in 2 days to make this shit peel off ASAP",HOF,PRFN,neurodivergent ass hates way saniderm bandages feel crook elbow right ðÿ¤§ tattoo barely touches crease elbow bandage goes ditch feels icky catch taking like 12 showers 2 days make shit peel asap
56,4907,60c5d6bf5659ea5e55def949,Very clueless bastard with no regard for humanity.. Doom upon your generation is all I wish for https://t.co/y6aLFmkN3c,HOF,PRFN,clueless bastard regard humanity doom upon generation wish
57,3276,60c5d6bf5659ea5e55def2d9,Death threats to Actor siddharth and his family for exposing BJP What can we expect from the party which files FIR for asking Oxygen ðŸ˜¡ #IStandWithSiddharth https://t.co/4Fwpw4y8Bf #ModiKaVaccineJumla,NOT,NONE,death threats actor siddharth family exposing bjp expect party files fir asking oxygen ðÿ˜¡ istandwithsiddharth modikavaccinejumla
58,311,60c5d6bf5659ea5e55def384,@maiysha Shout to 2 all Queens out there yo holding dudes down yo.  Bloody British bitch jus mad Harry told about the queen And future king lol I have to laugh being racist cunts lol in my best British accent the cockney one lol,HOF,PRFN,shout 2 queens yo holding dudes yo bloody british bitch jus mad harry told queen future king lol laugh racist cunts lol best british accent cockney one lol
59,479,60c5d6bf5659ea5e55def40e,A bitch will fuck yo nigga yo opp yo daddy and fav cuz but soon as you get bloody all hell break lose ....,HOF,PRFN,bitch fuck yo nigga yo opp yo daddy fav cuz soon get bloody hell break lose
60,2999,60c5d6bf5659ea5e55df03ab,"@Gundamwen2017 @Vercing83626105 @greenvpns @ZouYueTweets @billbirtles No one is blaming.. because blame game starts when you have an confusion, ð We are saying..  we are not blaming.. its is #wuhanVirus manufactured in #WuhanLab",NOT,NONE,one blaming blame game starts confusion ð saying blaming wuhanvirus manufactured wuhanlab
61,2726,60c5d6bf5659ea5e55df049d,#SpinelessBJP  No thing painful than this #BajrangDal #BengalBurning #VHP https://t.co/gSpl1k9mFU,NOT,NONE,spinelessbjp thing painful bajrangdal bengalburning vhp
62,1383,60c5d6bf5659ea5e55def83d,"@ANI @vibhask1 Chinese President Xi Jinping  take back your virus 🦠,, We don’t want any more help from you, #chineseVirus",NOT,NONE,chinese president xi jinping take back virus 🦠 ’ want help chinesevirus
63,4145,60c5d6bf5659ea5e55defb12,@CateFox Good player bit of a twat tho,HOF,PRFN,good player bit twat tho
64,1283,60c5d6bf5659ea5e55def866,If Narendra Modi resigns before 2024...We all will forgive you...So please #ResignPMmodi ... Nobody will shame you for your indecisiveness... Nobody will Shame for your poor logical reasoning...,NOT,NONE,narendra modi resigns 2024we forgive youso please resignpmmodi nobody shame indecisiveness nobody shame poor logical reasoning
65,4798,60c5d6bf5659ea5e55def924,@piersmorgan Bloody hell my dad is bigger than your dad ....,HOF,PRFN,bloody hell dad bigger dad
66,1357,60c5d6bf5659ea5e55def8ae,"Even today, I saw people without masks or masks worn wrongly, on the streets 😡 #COVID19India #IndiaCovidCrisis https://t.co/C1VsZVbKVn",NOT,NONE,even today saw people without masks masks worn wrongly streets covid19india indiacovidcrisis
67,2719,60c5d6bf5659ea5e55df03f3,"Dear foreign countries you all are serving oxygen, ambulance, medical equipments etc. But the most likely we want a prime minister. If you can make it it's the big deal you have done to this country.  #ResignPMmodi #SaveIndia",HOF,OFFN,dear foreign countries serving oxygen ambulance medical equipments etc likely want prime minister make big deal done country resignpmmodi saveindia
68,1200,60c5d6bf5659ea5e55def9a4,It was said that he was suffering from #COVID19 but report showed he was corona negative  This is Murder  #JusticeForShahabuddin https://t.co/YFXcIsXEnK,NOT,NONE,said suffering covid19 report showed corona negative murder justiceforshahabuddin
69,2119,60c5d6bf5659ea5e55defee5,"whom ever pushing this agenda of vaccinating everyone...I SAY ""GO FUCK YOURSELVES"" I don't need no #vaccine #coronavirus #COVID19 #CovidVaccine #fuckyouandyourvaccine",HOF,PRFN,ever pushing agenda vaccinating everyonei say go fuck dont need vaccine coronavirus covid19 covidvaccine fuckyouandyourvaccine
70,265,60c5d6bf5659ea5e55def282,1) Class 12th students are depressed due to exams.   2) India trapped in pandemic.  3) Economy failed.  What we can do now? #ResignModi #ResignPMmodi,NOT,NONE,1 class 12th students depressed due exams 2 india trapped pandemic 3 economy failed resignmodi resignpmmodi
71,1262,60c5d6bf5659ea5e55def92d,"@IchbinDesi @HunarTweets Same happened with me, people laughed &amp; said I have a misconception about this #ChineseVirus that’s why I wear mask &amp; use sanitizer. Now those people are blaming Modi ji.. Huh!",NOT,NONE,happened people laughed amp said misconception chinesevirus ’ wear mask amp use sanitizer people blaming modi ji huh
72,453,60c5d6bf5659ea5e55def39c,"#VaccineShortage #Resign_PM_Modi  ordinary people want peace of mind. U r making jokes in every step . it's not any kind stage show, u r  not 2 be a PM 4 nonsense preparation. modi ji ur baseless decision and overconfidence what did in india maybe we can't revive4more 20 years. https://t.co/3AIWScDxqu",HOF,OFFN,vaccineshortage resignpmmodi ordinary people want peace mind u r making jokes every step kind stage show u r 2 pm 4 nonsense preparation modi ji ur baseless decision overconfidence india maybe cant revive4more 20 years
73,3209,60c5d6bf5659ea5e55df036d,Itâs not exactly BREAKING NEWS if heâs been selected in the squad! No brainer.  It would be BREAKING NEWS if he wasnât.    Bloody hell euros hasnât even started yet.   This is England ð´     #englandsquad #Southgate,NOT,NONE,itâs exactly breaking news heâs selected squad brainer would breaking news wasnât bloody hell euros hasnât even started yet england ð´ englandsquad southgate
74,4648,60c5d6bf5659ea5e55def762,@ndtv Shameless PM. What else can we say? #ShameOnModi #Resign_PM_Modi #ResignPMmodi,HOF,OFFN,shameless pm else say shameonmodi resignpmmodi resignpmmodi
75,388,60c5d6bf5659ea5e55def32e,"@Jeremycrenshawz @harshalsardesai @LamAndy16 @sky_nnnnnnn @estherleewm @globaltimesnews @ipacglobal This is the reason Communist Government in China doesn't treat you like humans. You were killed like dogs in #WuhanKillings to contain the #ChineseVirus. But unfortunately you escaped, anyways better luck next time, hope you don't survive next time.",HOF,HATE,reason communist government china doesnt treat like humans killed like dogs wuhankillings contain chinesevirus unfortunately escaped anyways better luck next time hope dont survive next time
76,351,60c5d6bf5659ea5e55def4a6,This is the most humble and deeply saddening piece I’ve read recently calling for #ResignModi.   By Arundhati Roy: We need a government https://t.co/SJSWZYdM0C via @scroll_in,NOT,NONE,humble deeply saddening piece ’ read recently calling resignmodi arundhati roy need government via
77,3512,60c5d6bf5659ea5e55def30d,"@JPNadda @BJP4Delhi Damn you, you have the government and instead of leading it your party is busy being an opposition. #ResignModi",HOF,HATE,damn government instead leading party busy opposition resignmodi
78,1237,60c5d6bf5659ea5e55def703,"Everybody is creating awareness to get vaccinated! But in actual vaccines are not at all available anywhere. Nowhere near to get registered! #CovidVaccine My colleagues is looking for 2nd dose for his parents, but he ain't getting it! #CoWin Sad Reality!",NOT,NONE,everybody creating awareness get vaccinated actual vaccines available anywhere nowhere near get registered covidvaccine colleagues looking 2nd dose parents aint getting cowin sad reality
79,2935,60c5d6bf5659ea5e55df0109,damn damson asked for some transparency and they made him deactivate,NOT,NONE,damn damson asked transparency made deactivate
80,3826,60c5d6bf5659ea5e55df00f7,Gonna start being more of an asshole to dickhead drivers. Been inches from getting hit 2 times in the past week now,HOF,PRFN,gon na start asshole dickhead drivers inches getting hit 2 times past week
81,724,60c5d6bf5659ea5e55def5b3,@xefaa__ @TragicWRLD999 this song is mid as fuck,HOF,PRFN,song mid fuck
82,677,60c5d6bf5659ea5e55def5cc,bollocks i need shows to watch,HOF,PRFN,bollocks need shows watch
83,845,60c5d6bf5659ea5e55def6a4,India has got the worst finance minister and health minister ever. #IndiaCovidCrisis #ResignPMmodi #ModiKaVaccineJumla #COVIDEmergency,HOF,HATE,india got worst finance minister health minister ever indiacovidcrisis resignpmmodi modikavaccinejumla covidemergency
84,1905,60c5d6bf5659ea5e55defdb5,"While it's horrifying to know that India now has 20m Covid cases in total, there's now claims that the overall infection rate is slowing down.  I don't believe any part of that statement.  #IndiaCovidCrisis #COVID19India",NOT,NONE,horrifying know india 20m covid cases total theres claims overall infection rate slowing dont believe part statement indiacovidcrisis covid19india
85,3043,60c5d6bf5659ea5e55df031c,"Oh wow, I had my first vaccine ð yesterday, today I feel awful #CovidVaccine",NOT,NONE,oh wow first vaccine ð yesterday today feel awful covidvaccine
86,4000,60c5d6bf5659ea5e55def960,"Violence = IslaM Love = ""behayayi"" It's totally unethical ,unislamic Wow ðŸ‘ No wonder why West becoming ISLAMPHObE. #Islamophobia",HOF,HATE,violence islam love behayayi totally unethical unislamic wow ðÿ ‘  wonder west becoming islamphobe islamophobia
87,662,60c5d6bf5659ea5e55def673,"Real Jihadi Avatar of @MamataOfficial she is worse than Mughal invaders, we will not rest until we throw her out of democracy #BengalBurning #BengalViolence #PresidentRuleInBengal https://t.co/tJ8c1O1VIy",HOF,OFFN,real jihadi avatar worse mughal invaders rest throw democracy bengalburning bengalviolence presidentruleinbengal
88,4534,60c5d6bf5659ea5e55def4f9,"""God, did you hear about that stupid guy who works at Burger King who is a total asshole? I think his name is Arin""",HOF,PRFN,god hear stupid guy works burger king total asshole think name arin
89,590,60c5d6bf5659ea5e55def5c0,@bananapixelsuk That’s why the whole thing is a load of crap. Corporate bollocks.,HOF,HATE,’ whole thing load crap corporate bollocks
90,3638,60c5d6bf5659ea5e55df0015,"For everyone wondering who would try to be the biggest asshole of the day, itâ€™s @GovRonDeSantis https://t.co/bn9vFO2QqQ",HOF,PRFN,everyone wondering would try biggest asshole day itâ€™s
91,253,60c5d6bf5659ea5e55def1f5,To admit one's mistakes and to give up the power they possess takes immense strength and willpower and these qualities are clearly absent in our Prime Minister and his team. They are so shameless...they would use the PM Private Plane to flee to a different country 🙄 #ResignModi https://t.co/TnNrTirI5k,HOF,HATE,admit ones mistakes give power possess takes immense strength willpower qualities clearly absent prime minister team shamelessthey would use pm private plane flee different country resignmodi
92,2627,60c5d6bf5659ea5e55df0308,@azzizat_lucy Ur Mom is my bloody bitch you must ask her,HOF,PRFN,ur mom bloody bitch must ask
93,4419,60c5d6bf5659ea5e55defe19,@fuckezr @rezent4 @Rzpidz @T0WNLEY @lBarneY_ @LordNikoz @SpooxKs @t7ango idk probs shag ur mum since thats what other gamers do,HOF,PRFN,idk probs shag ur mum since thats gamers
94,1455,60c5d6bf5659ea5e55defc11,"And to think there are people in our country who stupidly choose not to get vaccinated, when millions of people in the #IndiaCovidCrisis would love to have your dose. #COVID19 @CNN @FoxNews https://t.co/rXJvIGpsGF",NOT,NONE,think people country stupidly choose get vaccinated millions people indiacovidcrisis would love dose covid19
95,3124,60c5d6bf5659ea5e55df02cb,"@BrandenRankin @TheOakLeafs nah i mean i'm not trying to be a dick here, i'm just trying to make the point that it's not as easy as it 'feels', you know? getting a team to take on that contract rn might even be tough--not that i dont think marner has valu",NOT,NONE,nah mean im trying dick im trying make point easy feels know getting team take contract rn might even toughnot dont think marner valu
96,1954,60c5d6bf5659ea5e55defeb9,People are dying in india. No vaccine or medical supply available. That self obsessed Modiji exported vaccines  and oxygen supply 😰. #ResignModi #IndianLivesMatter #ModiKaVaccineJumla #IndiaFightsCorona,HOF,OFFN,people dying india vaccine medical supply available self obsessed modiji exported vaccines oxygen supply resignmodi indianlivesmatter modikavaccinejumla indiafightscorona
97,2307,60c5d6bf5659ea5e55df027c,Hard for India to strengthen climate ambition when many experts are diverted to helping Covid sufferers find oxygen and hospital beds #IndiaCovidCrisis https://t.co/nFHlEXXtxq,NOT,NONE,hard india strengthen climate ambition many experts diverted helping covid sufferers find oxygen hospital beds indiacovidcrisis
98,874,60c5d6bf5659ea5e55def568,"@CuckJoey i’m so sorry. just wanted you to know that your identity is valid as fuck and don’t let anyone tell you otherwise, sending love💞💞💞💞💞💞",HOF,PRFN,’ sorry wanted know identity valid fuck ’ let anyone tell otherwise sending love
99,4733,60c5d6bf5659ea5e55def7f7,I think seungyoun brings out the whore in everyone he's in contact or influences cause look at me rn https://t.co/SKRkaRuI2Q,HOF,PRFN,think seungyoun brings whore everyone hes contact influences cause look rn
